,Trailing P/E,Market Cap,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,52-Week Change,52-Week High,52-Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol \(3 month\),Avg Vol \(10 day\),Shares Outstanding,\% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Forward Annual Dividend Yield,Trailing Annual Dividend Yield
JWN,20.48,14.27B,18.18,2.74,1.03,5.57,9.44,5.13%,9.31%,8.82%,30.84%,13.79B,72.50,9.70%,5.10B,1.81B,3.66,-8.60%,769.00M,4.04,3.15B,123.13,1.84,13.38,1.21B,245.38M,0.94,8.31%,83.16,64.92,76.59,77.42,"1,224,550","1,267,360",190.53M,26.23%,57.70%,6.77M,6.20,1.90%,1.40
NSC,13.05,24.73B,13.32,1.79,2.16,2.05,7.60,16.88%,30.47%,6.69%,16.28%,11.50B,37.26,-4.50%,7.42B,4.47B,6.22,-15.80%,524.00M,1.72,9.21B,75.75,1.01,39.88,2.87B,465.38M,1.15,-21.13%,117.64,80.88,86.24,98.74,"2,081,510","2,951,520",304.85M,0.39%,67.50%,6.45M,3.30,2.80%,2.93
NTK,N/A,1.22B,19.96,N/A,0.49,56.35,11.19,-1.98%,5.11%,3.78%,-93.57%,2.57B,163.35,4.50%,741.10M,239.20M,-3.24,N/A,43.70M,2.69,1.45B,"6,501.79",1.68,1.37,34.90M,4.12M,0.58,-6.15%,89.92,70.73,81.28,82.78,"19,053","14,975",16.27M,2.84%,102.20%,263.56K,11.60,N/A,N/A
NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOG,N/A,292.61M,N/A,16.96,0.79,0.56,2.41,-18.84%,81.96%,12.19%,-12.56%,385.27M,6.37,-47.90%,539.33M,474.16M,-1.20,N/A,5.74M,0.10,845.68M,155.78,0.96,8.96,268.39M,-230.95M,1.45,-71.57%,17.09,4.37,5.76,7.17,"1,668,490","2,121,120",61.60M,5.67%,86.30%,17.60M,11.30,N/A,N/A
NTIC,24.28,72.40M,N/A,N/A,2.46,1.63,-70.86,10.23%,-5.38%,-1.91%,8.12%,29.60M,6.57,19.60%,9.02M,-999.54K,0.66,-7.60%,6.32M,1.40,0.00,N/A,5.91,9.88,-6.67M,-3.44M,1.00,-18.41%,24.85,15.90,16.71,18.34,"6,681","2,325",4.52M,16.29%,21.10%,5.84K,0.90,N/A,N/A
NTI,8.63,2.43B,8.13,-2.96,0.53,5.15,6.16,6.12%,8.24%,19.81%,61.57%,4.60B,49.84,-44.50%,431.30M,418.10M,3.04,55.50%,118.30M,1.27,362.50M,76.87,1.82,5.08,211.00M,96.54M,1.33,2.34%,27.34,19.77,25.00,24.40,"472,053","625,662",92.83M,39.13%,28.90%,1.91M,4.10,17.20%,3.10
NTRS,20.12,18.08B,17.18,1.54,3.90,2.15,N/A,20.57%,31.34%,0.84%,11.30%,4.61B,19.69,17.00%,N/A,N/A,3.86,48.00%,23.82B,102.31,6.84B,N/A,N/A,35.91,N/A,N/A,0.63,17.22%,79.25,60.78,77.09,73.11,"1,101,850","869,812",232.85M,0.35%,82.90%,3.54M,3.00,1.90%,1.35
NFBK,36.39,723.48M,30.64,2.27,7.50,1.16,N/A,21.89%,36.74%,0.65%,3.13%,86.35M,1.93,5.50%,N/A,N/A,0.42,-21.00%,82.58M,1.94,579.08M,N/A,N/A,13.13,N/A,N/A,-0.25,17.48%,15.86,12.65,15.26,14.80,"338,222","202,975",47.22M,76.79%,49.50%,3.19M,5.40,1.90%,0.28
NRIM,9.77,176.70M,11.99,N/A,2.17,1.06,N/A,22.51%,35.96%,1.42%,12.00%,81.33M,11.89,70.70%,N/A,N/A,2.64,34.00%,48.24M,7.04,59.54M,N/A,N/A,24.40,6.36M,N/A,1.00,5.10%,29.13,20.71,25.64,24.40,"36,523","18,500",6.85M,3.98%,62.40%,17.41K,0.20,2.90%,0.72
NOC,18.14,33.46B,15.87,2.74,1.39,5.00,9.97,8.20%,13.00%,7.70%,22.80%,24.09B,117.99,1.90%,5.60B,3.58B,9.52,-16.40%,2.65B,13.65,6.42B,95.11,1.35,34.58,2.34B,1.98B,0.53,39.81%,176.50,118.24,166.17,162.18,"1,094,050","1,509,920",193.78M,0.54%,88.40%,2.91M,2.70,1.90%,2.90
NSAM,76.30,3.64B,13.70,N/A,11.46,17.34,40.09,15.01%,25.47%,35.83%,38.47%,327.51M,1.74,292.90%,259.14M,84.83M,0.25,N/A,53.62M,0.28,0.00,N/A,4.97,1.12,64.05M,73.89M,N/A,-0.21%,24.91,16.01,18.65,21.28,"1,719,980","2,159,920",193.84M,N/A,N/A,3.12M,1.40,2.20%,0.30
NRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWBI,17.86,1.20B,16.26,3.57,3.89,1.13,N/A,21.36%,32.85%,0.84%,6.18%,309.72M,3.38,9.40%,N/A,N/A,0.71,20.40%,292.95M,3.09,1.00B,N/A,N/A,11.28,N/A,N/A,0.60,2.34%,13.30,11.52,12.80,12.25,"606,745","497,312",94.74M,8.07%,61.90%,5.56M,8.20,4.40%,0.55
NWBO,N/A,778.41M,N/A,N/A,490.82,N/A,-9.36,N/A,"-6,085.68%",-202.45%,N/A,1.65M,0.03,N/A,1.45M,-100.28M,-2.14,N/A,3.17M,0.04,30.17M,N/A,0.05,-1.01,-61.60M,-32.15M,1.58,50.00%,12.55,3.79,10.88,8.56,"649,597","610,238",76.99M,46.94%,15.50%,10.40M,14.70,N/A,N/A
NWN,24.28,1.20B,19.41,4.95,1.64,1.51,8.88,6.82%,16.74%,2.60%,6.30%,722.32M,26.54,-10.80%,251.56M,222.26M,1.81,-24.80%,5.22M,0.19,817.90M,104.20,0.79,28.72,113.77M,-66.06M,0.73,0.48%,52.57,42.08,43.29,45.96,"129,280","108,000",27.33M,0.97%,59.80%,2.05M,14.30,4.40%,1.86
NWPX,N/A,166.43M,435.50,15.84,0.45,0.75,7.71,-1.94%,2.89%,2.14%,-2.86%,405.52M,42.57,2.70%,40.58M,25.33M,-0.83,N/A,116.00K,0.01,26.93M,11.06,7.45,25.49,19.48M,-1.72M,1.97,-51.93%,38.86,15.52,19.29,22.22,"74,975","98,263",9.55M,2.01%,86.10%,757.23K,8.10,N/A,N/A
NWE,16.22,2.56B,15.89,3.22,2.15,1.67,12.43,12.68%,18.22%,3.04%,11.59%,1.18B,26.75,0.10%,722.27M,349.93M,3.36,299.90%,32.87M,0.70,1.96B,129.30,0.61,32.23,315.82M,-968.83M,0.71,16.63%,59.71,45.12,51.25,52.81,"444,383","279,312",47.06M,1.51%,96.80%,3.29M,8.20,3.70%,1.76
NCLH,48.61,14.03B,15.78,0.99,4.06,3.97,21.62,7.81%,16.34%,3.67%,8.76%,3.40B,16.09,41.30%,1.18B,895.10M,1.26,N/A,121.42M,0.53,5.97B,171.59,0.14,15.15,706.69M,1.08B,N/A,89.75%,63.22,30.44,58.20,52.75,"1,403,250","1,896,750",229.74M,27.97%,75.70%,N/A,N/A,N/A,N/A
NWFL,14.51,111.11M,N/A,N/A,4.01,1.11,N/A,27.63%,44.09%,1.04%,7.82%,27.74M,7.57,-6.10%,N/A,N/A,2.08,-3.50%,20.44M,5.55,71.05M,N/A,N/A,27.15,N/A,N/A,-0.23,3.96%,31.00,27.42,29.34,29.29,"2,061","1,963",3.68M,11.42%,12.70%,4.86K,2.20,4.30%,1.22
NBY,N/A,34.03M,N/A,N/A,26.75,16.29,-1.80,N/A,"-1,339.03%",-86.13%,-232.66%,1.30M,0.03,86.80%,568.00K,-17.26M,-0.32,N/A,5.60M,0.09,0.00,N/A,2.05,0.04,-15.15M,-9.10M,-0.85,-44.00%,1.30,0.42,0.62,0.65,"322,739","71,388",61.20M,22.76%,4.20%,2.60M,11.90,N/A,N/A
NVDL,N/A,1.12M,N/A,N/A,1.34,N/A,N/A,-143.37%,-207.29%,N/A,N/A,837.00K,0.01,-90.10%,2.83M,N/A,-0.01,-90.60%,61.00K,0.00,0.00,N/A,N/A,-0.06,N/A,N/A,0.95,14.29%,0.01,0.00,0.01,0.01,"64,725","9,463",134.89M,27.10%,N/A,11.30K,0.00,N/A,N/A
MIFI,N/A,118.73M,15.73,2.36,0.58,3.43,-6.17,-20.23%,-13.78%,-14.72%,-112.65%,190.46M,4.65,10.80%,37.05M,-19.88M,-0.94,N/A,9.37M,0.19,7.16M,22.24,1.37,0.65,-28.80M,-15.39M,-0.09,30.39%,6.89,1.74,2.83,4.47,"666,423","524,050",50.31M,N/A,N/A,4.27M,4.90,N/A,N/A
NVAX,N/A,2.90B,N/A,N/A,92.51,7.65,-32.26,-282.72%,-283.06%,-17.80%,-31.66%,33.07M,0.14,32.40%,15.67M,-87.77M,-0.40,N/A,327.73M,1.22,831.00K,0.21,12.17,1.49,-77.07M,-47.88M,0.76,142.28%,13.12,3.92,11.55,9.29,"3,529,800","3,464,100",268.03M,4.52%,52.70%,25.28M,5.70,N/A,N/A
DNOW,30.74,1.95B,55.06,N/A,0.50,1.01,14.70,1.67%,2.85%,2.80%,3.40%,3.89B,36.34,-19.90%,819.00M,135.00M,0.59,N/A,122.00M,1.14,135.00M,7.02,3.63,17.93,92.00M,52.38M,N/A,-40.97%,33.50,16.32,19.17,22.14,"969,112","1,567,110",107.18M,N/A,N/A,17.96M,16.90,N/A,N/A
NPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG,612.50,6.54B,57.65,1.27,0.40,0.68,8.76,0.43%,8.22%,2.21%,0.56%,16.21B,48.10,9.80%,4.09B,3.03B,0.03,N/A,2.16B,6.49,20.71B,177.20,1.80,28.46,1.38B,629.38M,0.97,-33.17%,33.92,19.19,22.33,24.34,"4,210,900","6,721,050",333.50M,0.45%,102.10%,17.67M,4.40,2.70%,0.57
NYLD,141.06,1.49B,14.76,2.18,1.74,0.89,15.20,1.12%,35.15%,3.00%,2.53%,623.00M,10.05,28.60%,369.00M,413.00M,0.11,N/A,114.00M,1.65,5.08B,378.75,0.75,17.49,276.00M,169.25M,1.11,N/A,28.11,15.60,20.68,22.62,"1,518,650","2,715,110",59.11M,0.31%,77.30%,6.61M,3.70,4.20%,0.20
NTLS,N/A,163.81M,123.00,20.25,0.32,N/A,4.59,-8.26%,10.08%,4.22%,-366.46%,485.96M,22.99,-1.50%,264.69M,118.95M,-1.92,"1,050.50%",103.42M,4.80,524.16M,N/A,3.05,-0.85,86.43M,-22.93M,2.61,-37.40%,13.25,3.85,5.47,5.66,"664,306","616,362",22.20M,2.06%,87.70%,2.20M,5.50,N/A,N/A
NTN,N/A,22.16M,23.99,-0.15,0.87,2.55,-4.51,-26.21%,-22.19%,-19.71%,-77.49%,25.35M,0.28,-10.80%,14.90M,-3.78M,-0.07,N/A,7.16M,0.08,4.91M,56.98,1.65,0.09,-4.94M,-2.88M,1.79,-48.94%,0.59,0.19,0.23,0.37,"126,720","41,400",92.38M,24.43%,11.60%,29.61K,0.20,N/A,N/A
NUS,16.81,2.77B,11.72,4.49,0.94,2.49,5.85,6.99%,13.09%,12.27%,18.96%,2.44B,41.31,-19.00%,2.09B,378.90M,2.81,-33.90%,316.34M,5.40,265.10M,28.70,2.01,15.71,178.33M,124.38M,2.68,-4.76%,62.87,38.00,43.25,51.28,"914,741","1,648,490",58.63M,6.06%,70.90%,6.83M,8.10,3.60%,1.39
NUAN,N/A,5.85B,13.60,0.76,2.96,2.37,34.95,-6.24%,2.30%,0.48%,-4.81%,1.93B,6.02,-0.10%,1.08B,209.77M,-0.38,N/A,537.69M,1.69,2.14B,89.22,1.82,7.56,408.60M,331.88M,0.43,2.93%,18.92,13.20,17.60,15.70,"2,214,600","2,214,920",313.83M,1.65%,83.70%,8.61M,4.70,N/A,N/A
NUE,22.37,14.41B,15.41,1.71,0.75,1.91,8.24,3.33%,6.56%,5.25%,9.58%,19.46B,60.78,-17.60%,1.91B,1.99B,2.02,-15.20%,1.69B,5.27,4.41B,55.32,3.64,23.90,2.09B,1.59B,1.29,-11.44%,58.76,41.46,44.51,46.77,"1,970,030","2,357,090",319.14M,0.60%,79.00%,7.94M,4.40,3.50%,1.49
NMRX,"4,330.00",164.41M,21.12,2.89,1.80,1.92,21.65,0.04%,1.84%,0.94%,0.54%,94.77M,5.00,4.40%,43.26M,7.62M,0.00,N/A,14.70M,0.78,22.54M,25.32,2.13,4.69,10.59M,5.37M,1.22,-22.40%,13.17,8.10,8.65,10.04,"109,108","41,263",18.98M,31.92%,29.70%,450.09K,3.00,N/A,N/A
CMXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NS,15.63,3.88B,17.02,0.93,1.49,2.31,7.62,9.55%,14.15%,N/A,N/A,2.60B,33.40,-23.90%,1.11B,570.59M,3.19,-2.70%,N/A,N/A,N/A,175.89,N/A,21.53,N/A,N/A,0.99,-22.08%,68.10,49.14,57.57,61.20,"284,175","329,288",77.89M,8.55%,43.00%,2.47M,7.30,7.80%,4.38
NSH,18.06,1.34B,16.75,4.39,17.50,4.41,N/A,94.90%,95.51%,N/A,N/A,78.34M,1.83,-1.00%,N/A,N/A,1.74,-1.50%,N/A,N/A,N/A,8.36,N/A,7.24,N/A,N/A,0.56,-26.46%,44.07,30.77,35.73,36.51,"135,641","117,600",42.91M,30.31%,53.60%,256.29K,1.40,6.50%,2.18
NUTR,16.18,236.54M,15.46,N/A,1.09,1.52,7.00,6.87%,11.52%,7.50%,9.89%,216.51M,22.34,1.00%,106.30M,37.51M,1.53,-5.30%,5.22M,0.55,38.00M,24.53,4.34,16.21,20.41M,10.96M,0.31,2.23%,25.20,16.28,24.38,20.80,"17,681","22,200",9.56M,11.14%,81.40%,145.70K,6.20,N/A,N/A
NTRI,39.89,863.08M,26.64,1.59,2.05,15.91,16.83,5.27%,7.98%,17.46%,43.26%,418.08M,14.72,12.30%,204.03M,41.70M,0.75,"1,213.80%",36.58M,1.28,0.00,N/A,1.36,1.88,38.87M,25.50M,1.12,84.43%,32.05,14.88,26.25,21.88,"402,356","719,700",28.92M,17.01%,74.00%,3.23M,8.00,2.70%,0.70
NUVA,79.21,2.63B,38.27,3.05,3.39,4.02,18.01,4.26%,10.62%,4.09%,5.12%,777.30M,16.45,8.40%,580.06M,137.13M,0.69,N/A,289.30M,5.98,364.59M,54.95,5.55,13.56,118.27M,-40.82M,0.81,50.24%,56.61,33.33,50.12,47.25,"566,350","927,538",48.36M,1.54%,99.00%,2.39M,6.10,N/A,N/A
NES,N/A,60.20M,N/A,-0.05,0.12,0.45,6.84,-97.70%,2.13%,0.62%,-116.97%,527.38M,19.76,-7.00%,151.47M,93.71M,-19.31,N/A,35.49M,1.27,592.29M,411.66,1.53,5.15,53.92M,23.83M,3.89,-85.24%,16.21,1.65,4.12,3.98,"396,822","220,362",28.00M,42.45%,38.30%,3.87M,9.90,N/A,N/A
NVEC,19.54,275.71M,22.94,0.91,9.07,2.58,13.32,46.42%,62.23%,10.73%,13.16%,30.45M,6.27,-1.60%,24.56M,19.86M,2.90,-5.80%,29.85M,6.13,0.00,N/A,15.24,21.99,15.56M,13.08M,0.41,-17.91%,81.55,54.72,71.57,68.91,"26,244","34,550",4.87M,11.26%,63.60%,81.28K,3.50,6.60%,4.06
NVDA,20.52,12.36B,19.31,4.61,2.33,2.41,6.93,13.27%,16.92%,7.06%,14.39%,4.73B,8.60,4.40%,2.60B,1.02B,1.12,-2.20%,4.79B,8.91,1.40B,30.82,6.61,8.47,1.00B,632.12M,1.56,21.59%,23.61,16.77,20.26,21.35,"8,299,340","11,230,300",538.00M,5.20%,83.00%,49.66M,6.20,2.00%,0.35
NVR,19.57,5.99B,13.61,2.59,1.25,4.66,10.85,6.79%,11.16%,13.28%,27.13%,4.74B,"1,154.97",12.90%,878.84M,549.22M,75.23,37.00%,476.49M,117.10,599.21M,47.00,3.20,313.30,N/A,N/A,0.75,29.22%,"1,500.00","1,050.95","1,412.76","1,351.69","27,267","30,350",4.07M,5.84%,91.50%,203.22K,8.00,N/A,N/A
NXTM,N/A,1.14B,N/A,-2.73,3.41,5.56,-109.81,-7.88%,-7.44%,-4.65%,-12.97%,308.76M,4.97,10.10%,115.90M,-7.69M,-0.39,N/A,51.01M,0.81,14.00M,7.36,2.91,3.00,-16.48M,3.69M,0.03,31.03%,19.63,11.50,14.61,16.71,"579,756","936,962",63.24M,12.08%,91.20%,4.88M,8.70,N/A,N/A
NXTD,N/A,31.69M,N/A,N/A,"13,362.08",24.79,-7.80,N/A,"-298,394.11%",-349.23%,"-1,225.62%",2.27K,0.00,N/A,N/A,-6.73M,-0.38,N/A,324.24K,0.01,0.00,N/A,2.03,0.05,-6.28M,-4.12M,-13.09,-67.14%,4.20,1.11,2.07,2.55,"132,967","242,988",27.56M,N/A,N/A,539.52K,6.10,N/A,N/A
ORLY,31.37,24.69B,24.25,1.78,3.30,11.40,16.47,11.06%,18.05%,12.61%,37.95%,7.39B,71.67,10.10%,3.71B,1.54B,7.79,22.40%,473.65M,4.69,1.40B,65.16,1.11,21.15,1.25B,794.59M,0.77,59.67%,247.00,146.22,236.48,219.24,"521,938","654,788",100.99M,2.92%,89.60%,5.40M,10.40,N/A,N/A
OAK,20.78,2.58B,12.98,0.85,12.56,4.14,-11.34,55.19%,-352.48%,-0.87%,4.43%,204.28M,4.65,25.70%,63.95M,-711.08M,2.57,-26.10%,2.43B,50.16,7.89B,17.67,0.57,12.81,-5.24B,-553.74M,0.26,9.84%,57.07,45.30,53.77,53.48,"169,188","134,025",48.37M,0.13%,78.00%,1.26M,7.20,4.80%,2.32
OAS,3.07,1.32B,N/A,-0.29,1.14,0.60,3.22,26.11%,55.04%,7.85%,16.59%,1.22B,11.96,-48.40%,1.17B,1.17B,3.10,N/A,10.19M,0.07,2.36B,101.75,0.85,16.70,752.61M,-682.12M,1.59,-80.17%,50.08,8.16,12.41,15.02,"8,228,080","15,159,700",139.20M,4.43%,100.50%,32.72M,4.20,N/A,N/A
OXY,N/A,52.83B,29.77,-12.40,3.06,1.56,6.67,-5.69%,-14.58%,-2.59%,-3.82%,17.43B,22.48,-37.80%,12.51B,8.58B,-1.28,N/A,2.15B,2.80,6.84B,20.02,1.51,44.48,8.93B,-2.71B,1.05,-28.17%,100.27,67.30,73.02,76.68,"4,318,150","4,464,040",768.12M,1.45%,81.10%,10.43M,2.60,4.40%,2.88
OBCI,16.62,29.35M,N/A,N/A,0.84,1.43,7.92,5.32%,7.85%,7.14%,9.43%,34.01M,3.82,1.40%,12.13M,3.53M,0.20,N/A,2.01M,0.23,1.01M,5.06,5.34,2.24,1.18M,-286.95K,-0.59,5.79%,6.98,3.00,3.42,4.08,"8,481","8,225",8.92M,67.63%,2.40%,1.14K,0.20,N/A,N/A
OPTT,N/A,9.10M,N/A,N/A,2.20,0.57,0.56,N/A,-347.99%,-31.35%,-60.99%,4.11M,0.24,30.40%,-565.98K,-13.32M,-0.75,N/A,17.41M,0.99,150.00K,0.98,6.16,0.90,-17.17M,-7.77M,3.14,-57.02%,1.54,0.39,0.54,0.55,"135,406","26,350",17.50M,10.37%,11.10%,131.24K,1.10,N/A,N/A
OSHC,14.97,94.98M,13.62,N/A,2.86,0.86,N/A,20.27%,33.59%,0.63%,6.07%,31.69M,5.15,1.40%,N/A,N/A,1.02,7.90%,86.46M,14.45,117.22M,N/A,N/A,17.65,8.07M,N/A,0.23,3.04%,15.72,13.70,14.91,14.80,"12,114","29,650",6.23M,22.14%,36.50%,88.18K,5.40,1.60%,0.24
OII,11.76,4.10B,15.48,1.44,1.19,2.59,5.70,10.37%,15.73%,10.01%,19.19%,3.49B,34.20,-12.60%,859.20M,785.12M,3.53,-40.60%,190.63M,1.93,792.92M,49.61,2.29,16.16,N/A,N/A,2.04,-39.25%,72.19,37.85,43.28,50.72,"1,283,850","1,693,780",98.74M,11.14%,85.30%,3.10M,2.60,2.80%,1.08
OCFC,14.60,302.85M,12.66,1.38,3.37,1.33,N/A,23.33%,37.83%,0.87%,9.37%,87.84M,5.33,-1.90%,N/A,N/A,1.24,0.30%,40.36M,2.46,394.80M,N/A,N/A,13.51,N/A,N/A,0.48,8.64%,19.09,15.25,18.22,17.30,"26,606","28,725",16.73M,22.11%,57.00%,213.05K,7.00,2.90%,0.52
OCRX,N/A,80.96M,N/A,N/A,253.03,1.86,-1.26,N/A,"-7,996.02%",-35.41%,-59.76%,327.00K,0.02,-31.10%,341.00K,-25.95M,-1.40,N/A,43.95M,2.23,0.00,N/A,14.91,2.25,-19.86M,-10.73M,3.83,-29.07%,8.10,3.30,3.98,4.49,"85,098","117,912",19.75M,26.89%,21.10%,109.07K,1.40,N/A,N/A
OZM,13.64,1.92B,6.77,0.64,1.21,N/A,8.68,9.09%,59.52%,7.38%,32.67%,1.59B,9.12,16.60%,1.53B,953.47M,0.80,8.50%,283.21M,1.61,6.49B,279.06,1.14,-1.75,493.55M,629.89M,1.68,-17.49%,13.49,10.01,12.14,12.37,"541,506","703,450",176.19M,30.04%,51.70%,1.29M,3.20,7.50%,1.06
OCIP,13.42,1.30B,7.65,-4.01,3.71,7.53,14.16,26.79%,30.75%,9.40%,62.48%,340.95M,4.18,-62.10%,183.98M,128.36M,1.12,-96.90%,55.38M,0.64,417.15M,258.45,0.33,1.93,123.59M,-18.11M,N/A,-26.65%,21.49,14.50,16.70,17.15,"38,639","70,300",87.00M,78.29%,16.80%,58.63K,1.90,7.90%,1.07
OCIR,9.96,468.07M,9.04,N/A,0.98,3.19,4.59,10.02%,21.72%,14.33%,39.41%,469.20M,23.46,3.60%,117.30M,124.60M,2.35,24.30%,36.40M,1.82,145.00M,57.63,4.31,7.25,126.50M,60.33M,N/A,-1.27%,27.00,20.70,24.35,24.03,"33,350","27,363",9.82M,52.65%,32.40%,5.54K,0.20,9.40%,2.14
OCLR,N/A,289.88M,N/A,-1.39,0.84,1.83,-5.16,-18.83%,-15.43%,-9.18%,-23.30%,354.99M,3.30,-13.00%,52.45M,-35.82M,-0.62,N/A,119.81M,1.09,67.28M,41.55,3.01,1.48,-55.07M,-23.32M,2.48,39.68%,2.85,1.31,2.30,2.03,"1,229,020","1,805,040",109.80M,16.82%,41.50%,14.20M,13.00,N/A,N/A
OCUL,N/A,524.18M,N/A,N/A,464.09,9.05,-21.42,N/A,"-2,338.34%",-39.53%,-92.43%,1.17M,0.08,"1,477.80%",681.00K,-26.75M,-1.91,N/A,67.42M,2.73,14.95M,28.72,9.61,2.43,-23.35M,-14.27M,N/A,59.19%,44.19,12.70,23.26,28.25,"246,655","196,138",24.70M,N/A,N/A,1.04M,3.70,N/A,N/A
OCLS,N/A,18.67M,N/A,N/A,1.30,1.45,-2.70,-59.21%,-48.07%,-23.23%,-68.03%,13.85M,1.44,36.60%,7.29M,-6.41M,-0.85,N/A,6.14M,0.40,87.00K,0.72,3.74,0.80,-6.69M,-6.59M,1.94,-56.83%,3.00,0.65,1.48,1.05,"1,383,120","975,562",15.96M,8.15%,10.70%,1.81M,2.30,N/A,N/A
OCN,N/A,898.44M,59.75,-35.85,0.50,0.91,11.21,-24.60%,21.17%,3.22%,-32.41%,2.02B,15.64,-7.40%,N/A,674.15M,-3.87,-43.20%,242.33M,1.93,6.44B,574.48,1.91,8.93,481.76M,521.28M,2.61,-72.78%,29.27,5.66,10.09,9.28,"3,222,140","7,892,660",125.31M,16.88%,91.20%,29.99M,12.50,N/A,N/A
OMEX,N/A,30.08M,N/A,N/A,35.97,N/A,-2.13,N/A,"-3,110.24%",-72.03%,N/A,872.09K,0.01,-79.60%,1.08M,-24.84M,-0.31,N/A,704.45K,0.01,22.31M,N/A,0.40,-0.12,-22.36M,-15.46M,0.71,-70.78%,1.40,0.30,0.43,0.61,"263,581","203,912",89.62M,16.92%,39.40%,15.18M,63.70,N/A,N/A
ODP,N/A,4.08B,13.07,0.43,0.26,2.55,8.56,-1.28%,2.22%,3.17%,-10.93%,15.62B,29.01,-11.00%,3.78B,578.00M,-0.37,N/A,927.00M,1.70,1.54B,95.19,1.52,2.97,184.00M,599.62M,2.95,49.30%,9.77,4.26,8.42,8.98,"9,548,580","7,032,890",547.70M,2.09%,96.10%,21.40M,1.50,N/A,N/A
OFG,8.06,354.79M,6.12,2.14,1.14,0.48,N/A,18.12%,37.70%,0.77%,6.38%,322.55M,7.19,-44.00%,N/A,N/A,0.99,N/A,686.08M,15.39,1.38B,N/A,N/A,17.02,168.52M,N/A,1.42,-49.46%,17.83,7.86,10.07,14.24,"831,600","768,588",44.57M,1.65%,106.40%,8.37M,6.60,4.70%,0.38
OFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,15.35,5.98B,14.97,4.00,2.48,1.81,10.37,16.42%,22.40%,3.54%,12.41%,2.37B,11.90,-14.30%,1.35B,812.00M,1.95,-12.40%,1.50M,0.01,2.87B,88.39,1.02,16.24,838.00M,27.11M,0.83,-15.61%,37.90,27.57,28.94,31.47,"1,052,260","1,178,150",199.57M,0.49%,58.20%,3.51M,3.60,3.60%,1.00
OHAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODC,26.84,178.51M,N/A,N/A,0.69,1.68,8.36,2.58%,4.22%,3.74%,6.29%,261.93M,37.53,-3.30%,59.65M,22.80M,0.94,91.80%,14.86M,2.10,18.90M,17.60,2.73,15.19,21.85M,3.14M,0.81,-16.94%,34.19,24.02,28.45,30.80,"5,445","5,088",5.00M,1.90%,74.50%,103.86K,15.30,3.20%,0.80
OIS,12.54,1.53B,51.29,-18.03,0.90,1.24,3.97,7.25%,16.28%,6.15%,5.83%,1.75B,33.53,-16.80%,613.72M,411.72M,2.37,-72.60%,72.05M,1.40,206.26M,16.27,3.43,24.57,447.38M,285.26M,1.98,-52.07%,65.05,28.24,33.53,40.05,"1,064,280","1,327,680",51.59M,6.24%,89.60%,3.55M,3.00,N/A,N/A
OILT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODFL,21.92,6.20B,17.06,0.95,2.20,4.08,9.41,9.92%,16.21%,13.27%,20.14%,2.86B,33.26,12.20%,2.00B,615.27M,3.30,36.30%,113.04M,1.32,148.55M,9.63,1.55,17.96,464.70M,87.65M,0.91,12.00%,81.48,62.17,69.47,72.74,"718,816","887,675",85.77M,24.56%,72.40%,2.08M,2.90,N/A,N/A
ONB,16.85,1.71B,13.44,1.97,3.12,1.16,N/A,17.81%,29.64%,0.91%,7.35%,550.68M,4.89,18.00%,N/A,N/A,0.87,-21.10%,241.24M,2.06,1.36B,N/A,N/A,12.68,147.30M,N/A,1.32,10.32%,15.16,12.05,14.53,14.11,"537,817","546,850",116.98M,1.99%,65.90%,3.98M,6.80,3.40%,0.46
OPOF,17.25,77.86M,N/A,N/A,1.99,0.87,N/A,11.57%,16.35%,0.52%,5.15%,39.09M,7.88,3.50%,N/A,N/A,0.91,16.20%,21.06M,4.25,72.88M,N/A,N/A,18.07,N/A,N/A,0.12,2.82%,15.92,14.36,15.40,15.16,"2,869","8,175",4.96M,23.87%,24.70%,1.35K,0.60,2.10%,0.30
